id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
67715787,,5000,5000,5000.0, 36 months,  9.17%,159.4,B,B2,Trade Compliance,1 year,MORTGAGE,50000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67715787,,debt_consolidation,Debt consolidation,481xx,MI,23.21,0,Apr-2004,735,739,1,25.0,,26,0,6189,11.3%,33,w,0.0,0.0,5667.2314215348,5667.23,5000.0,667.23,0.0,0.0,0.0,Jan-2018,1844.18,,Aug-2020,599,595,0,,1,Individual,,,,0,0,81798,2.0,1.0,0.0,0.0,27.0,6119.0,31.0,6.0,10.0,361.0,17.0,54600,3.0,0.0,9.0,10,3408,27727.0,8.8,0,0,107.0,124,4,4,2,6.0,,0.0,,0,11,17,12,13,4,23,26.0,17,26,0.0,0,0,6,100.0,0.0,0,0,152017,12405,30400,19458,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
44359230,,11200,11200,11200.0, 60 months, 12.69%,253.07,C,C2,specialist 2,8 years,RENT,39000.0,Source Verified,Apr-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44359230,,debt_consolidation,Debt consolidation,968xx,HI,25.38,0,Jun-1990,660,664,0,28.0,118.0,8,1,8342,93.7%,32,w,0.0,0.0,3542.29,3542.29,2020.02,1522.27,0.0,0.0,0.0,Jun-2016,253.07,,Feb-2017,604,600,0,,1,Individual,,,,0,0,31567,,,,,,,,,,,,8900,,,,5,3946,148.0,98.1,0,0,95.0,297,13,9,0,19.0,63.0,9.0,63.0,0,5,6,5,16,9,6,23.0,6,8,0.0,0,0,2,93.7,100.0,1,0,42269,31567,7900,33369,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
46726530,,3800,3800,3800.0, 36 months, 14.65%,131.08,C,C5,Supply Chain Analyst,10+ years,MORTGAGE,60000.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46726530,,other,Other,559xx,MN,22.74,2,Jan-1997,660,664,0,10.0,70.0,11,1,12169,73.8%,18,w,0.0,0.0,4712.594624413,4712.59,3800.0,912.59,0.0,0.0,0.0,May-2018,130.98,,Jul-2020,729,725,0,,1,Individual,,,,0,0,154471,,,,,,,,,,,,16500,,,,6,14043,1261.0,82.7,0,0,101.0,220,9,9,3,16.0,,9.0,,0,3,6,4,4,3,8,12.0,6,11,0.0,0,0,3,83.3,50.0,0,0,162690,60915,7300,50978,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
51135495,,28000,28000,28000.0, 60 months, 12.29%,626.96,C,C1,Program Director,7 years,MORTGAGE,68500.0,Source Verified,Jun-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51135495,,home_improvement,Home improvement,853xx,AZ,18.31,0,Feb-2000,660,664,0,63.0,,21,0,33820,69.7%,42,w,0.0,0.0,23919.02,23919.02,14233.8,7773.25,0.0,1911.97,344.1546,May-2018,626.96,,Nov-2018,559,555,0,63.0,1,Individual,,,,0,0,258931,,,,,,,,,,,,48500,,,,7,12947,2553.0,86.8,0,0,183.0,117,6,6,8,28.0,,8.0,,1,7,17,7,8,9,19,25.0,17,21,0.0,0,0,2,97.6,100.0,0,0,239981,144752,19400,72673,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
43802758,,15000,15000,15000.0, 60 months, 10.99%,326.07,B,B4,Paralegal,10+ years,RENT,64274.0,Source Verified,Mar-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43802758,,debt_consolidation,Debt consolidation,060xx,CT,13.74,0,Nov-1989,685,689,0,32.0,,7,0,3920,44.5%,15,f,0.0,0.0,15638.55,15638.55,15000.0,638.55,0.0,0.0,0.0,Jul-2015,14669.5,,Jul-2016,674,670,0,59.0,1,Individual,,,,0,0,15589,,,,,,,,,,,,8800,,,,6,2598,3657.0,50.6,0,0,155.0,304,3,3,0,3.0,,13.0,32.0,0,2,4,2,2,8,5,7.0,4,7,0.0,0,0,1,86.7,50.0,0,0,26457,15589,7400,17657,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
39522586,,9750,9750,9750.0, 36 months, 17.86%,351.81,D,D5,,,RENT,27372.0,Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39522586,,debt_consolidation,Debt consolidation,542xx,WI,23.1,0,Dec-2002,660,664,3,,,13,0,9819,62.5%,36,w,0.0,0.0,10399.33,10399.33,9750.0,649.33,0.0,0.0,0.0,Jun-2015,9353.57,,Jan-2020,539,535,0,,1,Individual,,,,0,0,34992,,,,,,,,,,,,15700,,,,10,2692,1809.0,82.1,0,0,145.0,120,1,1,0,1.0,,0.0,,0,6,9,6,14,16,10,20.0,9,13,0.0,0,0,5,100.0,66.7,0,0,37978,34992,10100,22278,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40999652,,12175,12175,12175.0, 36 months, 14.65%,419.97,C,C5,Senior Teller,9 years,OWN,29000.0,Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40999652,,debt_consolidation,Debt consolidation,873xx,NM,9.35,0,Oct-2000,670,674,1,55.0,,10,0,11582,49.1%,17,f,0.0,0.0,14576.452272961598,14576.45,12175.0,2401.45,0.0,0.0,0.0,Nov-2016,6151.82,,Aug-2020,679,675,0,,1,Individual,,,,0,0,11582,,,,,,,,,,,,23600,,,,2,1287,2000.0,81.0,0,0,105.0,172,2,2,0,17.0,,2.0,55.0,0,2,6,3,6,2,10,15.0,6,10,0.0,0,0,1,94.1,33.3,0,0,23600,11582,10500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
52027157,,16550,16550,16550.0, 36 months, 18.25%,600.4,E,E1,Licensed Physical Therapist Assistant,2 years,MORTGAGE,55192.0,Not Verified,Jun-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=52027157,,debt_consolidation,Debt consolidation,360xx,AL,21.42,0,Mar-2008,675,679,0,46.0,,9,0,10192,94.4%,23,w,0.0,0.0,4590.85,4590.85,1396.93,957.87,30.02,2206.03,397.0854,Nov-2015,600.4,,Oct-2016,499,0,0,46.0,1,Individual,,,,0,71,198765,,,,,,,,,,,,10800,,,,5,22085,118.0,98.6,0,0,83.0,32,3,3,1,14.0,,9.0,,1,3,5,3,3,16,5,5.0,5,9,0.0,0,0,2,100.0,100.0,0,0,209473,68479,8500,60468,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
570029,,16000,16000,16000.0, 60 months,  7.26%,318.79,A,A4,Sales manager,10+ years,MORTGAGE,200000.0,Not Verified,May-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=570029,,debt_consolidation,Debt consolidation,076xx,NJ,18.46,0,Oct-1989,750,754,1,,,22,0,64054,29%,59,w,0.0,0.0,18525.0450101459,18525.05,16000.0,2525.05,0.0,0.0,0.0,Mar-2018,8011.43,,Mar-2020,804,800,0,,1,Individual,,,,0,0,499204,,,,,,,,,,,,163500,,,,6,22691,85566.0,32.5,0,0,130.0,173,16,14,1,16.0,,0.0,,0,6,8,9,24,9,15,45.0,8,22,0.0,0,0,0,100.0,22.2,0,0,652950,98293,149300,64671,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
65159864,,5000,5000,5000.0, 36 months,  9.17%,159.4,B,B2,Machinist ,5 years,RENT,70000.0,Source Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65159864,,other,Other,774xx,TX,10.25,0,Jun-2007,670,674,0,,,9,0,23938,62%,16,w,0.0,0.0,5733.085529225999,5733.09,5000.0,733.09,0.0,0.0,0.0,Nov-2018,159.18,,Aug-2020,604,600,0,,1,Individual,,,,0,0,39176,,,,,,,,,,,,38600,,,,3,4897,8927.0,71.7,0,0,99.0,101,10,10,1,10.0,,11.0,,0,4,6,4,7,3,8,12.0,6,9,0.0,0,0,2,100.0,25.0,0,0,54888,39176,31600,16288,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
55909573,,7650,7650,7650.0, 36 months, 21.99%,292.12,F,F1,warehouse associate,< 1 year,RENT,20000.0,Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55909573,,debt_consolidation,Debt consolidation,945xx,CA,30.13,0,Jul-2004,665,669,0,,,12,0,5221,57.4%,16,f,0.0,0.0,10645.1956876639,10645.2,7650.0,2935.2,60.000000302299995,0.0,0.0,Aug-2018,353.83,,Feb-2020,609,605,0,,1,Individual,,,,0,383,10399,,,,,,,,,,,,9100,,,,7,867,2824.0,57.2,0,0,10.0,84,4,4,1,4.0,,10.0,,0,7,10,7,10,1,11,14.0,10,12,0.0,0,0,5,100.0,28.6,0,0,15662,10399,6600,6562,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
54514940,,10000,10000,10000.0, 36 months,  9.17%,318.79,B,B2,ULTRASOUND/ X-RAY TECH,10+ years,RENT,85000.0,Source Verified,Jul-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=54514940,,credit_card,Credit card refinancing,352xx,AL,8.91,0,Mar-1992,665,669,1,,80.0,14,1,10758,61.1%,37,w,0.0,0.0,4817.39,4817.39,3299.45,834.63,0.0,683.31,122.9958,Aug-2016,318.79,,Jul-2016,634,630,0,,1,Individual,,,,0,0,18603,,,,,,,,,,,,17600,,,,3,1329,1352.0,87.8,0,0,124.0,279,13,13,3,17.0,,2.0,,0,4,9,4,11,9,12,24.0,9,14,0.0,0,0,0,100.0,100.0,1,0,31551,18603,11100,13885,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
38496004,,20400,20400,20400.0, 36 months,  8.67%,645.59,B,B1,Executive Director,7 years,MORTGAGE,218390.0,Source Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38496004,,debt_consolidation,Debt consolidation,287xx,NC,14.74,0,Apr-1996,680,684,0,,,15,0,60633,92.1%,31,f,0.0,0.0,23280.294444723397,23280.29,20400.0,2848.01,32.280000063,0.0,0.0,Jan-2018,662.19,,Aug-2020,699,695,0,,1,Individual,,,,0,0,525802,,,,,,,,,,,,65800,,,,10,37557,4972.0,87.8,0,0,138.0,224,8,3,1,8.0,,8.0,,0,5,6,5,13,12,7,18.0,6,15,0.0,0,0,5,100.0,80.0,0,0,541975,172379,40800,120050,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
68424585,,16000,16000,16000.0, 36 months,  9.17%,510.07,B,B2,Systems Engineer,1 year,RENT,120000.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68424585,,credit_card,Credit card refinancing,088xx,NJ,22.61,0,Aug-2007,690,694,0,,,14,0,25519,79.5%,22,w,0.0,0.0,18342.8114304842,18342.81,16000.0,2342.81,0.0,0.0,0.0,Dec-2018,8.58,,Aug-2020,689,685,0,,1,Individual,,,,0,0,92032,1.0,7.0,1.0,2.0,0.0,66513.0,84.0,0.0,5.0,6206.0,83.0,32100,1.0,1.0,1.0,7,6574,1096.0,94.0,0,0,100.0,95,13,0,0,19.0,,0.0,,0,4,7,4,5,11,7,11.0,7,14,0.0,0,0,1,100.0,100.0,0,0,111059,92032,18400,78959,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
64230652,,17275,17275,17275.0, 36 months,  9.99%,557.34,B,B3,Operations Manager,< 1 year,RENT,60000.0,Source Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=64230652,,credit_card,Credit card refinancing,100xx,NY,12.61,3,Feb-1973,690,694,0,12.0,,12,0,22819,43.6%,21,w,0.0,0.0,19059.2818893958,19059.28,17275.0,1784.28,0.0,0.0,0.0,Jan-2017,11787.17,,Oct-2019,714,710,0,,1,Individual,,,,0,0,25630,,,,,,,,,,,,52300,,,,2,2330,22539.0,48.2,0,0,27.0,513,19,19,0,19.0,12.0,20.0,12.0,0,6,9,7,10,1,11,19.0,9,12,0.0,0,0,0,85.7,57.1,0,0,57305,25630,43500,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
61531074,,24000,24000,24000.0, 60 months, 16.55%,590.68,D,D2,estinator,2 years,MORTGAGE,81000.0,Source Verified,Oct-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61531074,,credit_card,Credit card refinancing,852xx,AZ,18.41,0,Nov-1996,690,694,0,62.0,,9,0,12022,74.7%,34,w,0.0,0.0,15490.03,15490.03,6621.57,6450.62,0.0,2417.84,435.2112,Aug-2017,590.68,,Feb-2018,564,560,0,66.0,1,Individual,,,,0,0,265549,,,,,,,,,,,,16100,,,,10,29505,4078.0,74.7,0,0,127.0,226,11,7,6,11.0,62.0,11.0,62.0,2,5,5,5,12,10,5,18.0,5,9,0.0,0,0,4,85.3,80.0,0,0,282305,57380,16100,54440,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
55148262,,20000,20000,20000.0, 36 months,  7.89%,625.72,A,A5,Solutions Architect,10+ years,MORTGAGE,64000.0,Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55148262,,debt_consolidation,Debt consolidation,130xx,NY,23.51,0,Jun-2010,770,774,0,,,12,0,4477,11.2%,14,w,0.0,0.0,21177.02,21177.02,20000.0,1177.02,0.0,0.0,0.0,May-2016,15554.31,,Apr-2016,774,770,0,,1,Individual,,,,0,0,34996,,,,,,,,,,,,40100,,,,7,3181,27547.0,11.1,0,0,54.0,61,6,6,0,6.0,,10.0,,0,2,4,4,4,6,8,8.0,4,12,0.0,0,0,5,100.0,0.0,0,0,94881,34996,31000,54781,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
